Time,CPU_Utilization,RAM_Utilization
129,44.09791586121616,68.78780660810266
130,49.71617977167858,53.704787433891354
131,42.67249639545422,32.08351975387883
132,39.755519934595114,44.92841345635989
133,39.67326962271545,56.25816790257626
134,69.69210348859502,41.869128413075416
135,64.99681083542343,37.6167644005008
136,10.592575494673643,6.214239659523011
137,13.015804546043773,18.291078181974044
138,14.753810592140429,14.736254380040325
139,8.537513612447217,18.518088037576092
140,5.025541379814772,18.260904300275804
141,10.988059628853957,14.91517439657344
142,16.2475206716195,5.899513600358668
143,18.616150966904875,9.775551801205124
144,8.005787375584932,11.421952917373325
145,11.900456639744068,14.469670155812437
146,15.916979900081946,5.818709320701202
147,17.71567681188364,12.509621295547594
148,15.871494281653003,9.536939398835852
149,17.313318223362295,13.891791181112694
150,16.286659172529347,12.800905728517211
151,10.415408777371038,8.681111786959024
152,7.82214869468553,7.232099737058771
153,8.399945856140828,6.1729520489749685
154,12.807847136076777,14.523668425566015
155,10.253282002322793,11.261411565124869
156,15.367814796179665,10.816850349829698
157,19.072935794955054,18.83347952278845
158,12.561588040781732,10.71651811123172
159,11.18706486377439,18.377142217569826
160,19.059035644756285,6.017324695350084
161,15.668946145988519,12.14153080574641
162,6.433525116813603,8.053093174915913
163,16.540881219499397,7.128422131527246
164,5.932138194300965,5.8759241318653235
165,5.544784522704237,6.858590372056151
166,14.1365195111618,7.459261201483249
167,7.565295024011192,11.525308629390821
168,10.92265713714801,9.07414018452651
169,19.813925944347957,7.858702929919815
170,9.60275248601494,9.804764443999822
171,14.046508077223734,12.937991026853503
172,9.904653480668642,9.088016653455405
173,11.0655298687598,6.3875597933212624
174,11.306062365394244,6.551440454129171
175,12.07705525141143,9.567926498978071
176,10.282083721578704,19.186318026286
177,8.138912834415612,11.38195244733301
178,13.767269250099899,5.283435813423425
179,77.92135782726335,76.20312287059635
180,70.40486767062922,78.45410139323168
181,75.57230544926747,76.09069539547912
182,80.36706272436739,81.59191620290056
183,85.70978440731292,97.91050721880869
184,86.41791599178292,89.70301505512208
185,96.48953421717644,95.49426415106667
186,89.81188752858841,98.97727490351785
187,81.23860904290541,85.45530753514856
188,89.49605722101704,81.97430852836483
189,93.4126360773402,95.30343755200619
190,94.68351207139564,91.0978001377617
191,92.13930091000876,89.58615394555461
192,85.54520620230177,94.19790724750223
193,97.02648407359054,98.31957570574372
194,87.98806959553302,97.48561217385972
195,84.09187452183191,94.76307416131854
196,94.5105487842583,86.87669126918645
197,85.00744014878747,97.62834538798595
198,87.41706884538085,82.77232784631111
199,80.49079925014121,94.14724340020852
200,93.43043846509951,80.35760928487332
201,90.85108299418128,88.6605077456993
202,81.41974214518083,89.21859808400195
203,88.27468313991476,98.60678132703646
204,91.31051860967806,91.28226807158916
205,95.85968283845183,87.33907974732186
206,84.61916162959353,99.61769477443511
207,92.22313453894466,88.8845083760782
208,95.10706082017361,97.70162477347702
209,96.21357534592683,99.44209619117996
210,99.69819275567446,88.60458230964655
211,99.7777968547453,96.47673915939818
212,86.23277037059357,92.56896800315772
213,35.48574882084257,65.02840048646996
214,43.02091841499059,61.41011172288128
215,67.70594385828811,37.463609772275596
216,43.431547051574285,52.496503190428555
217,47.88033965676421,41.882166143008746
218,50.84479092503262,67.49948647263165
219,69.7579990224701,41.82309309288652
220,53.59079955440123,33.81701990993281
221,68.9858878265159,56.364994673754
222,46.112375671486106,62.12971892771257
223,31.753856023682943,45.3064959319114
224,51.89084619152514,61.04281907112588
225,52.64986639178354,30.44223047593029
226,44.06089092800581,61.22622555294302
227,40.19758126323994,63.61369152688607
228,56.1357622776344,60.32942073752099
229,42.85885838541513,63.61775589038983
230,34.82237322259541,30.739183801794407
231,46.67769557739412,33.98067570045751
232,33.222596922225186,48.10639571713358
233,67.84321961821882,56.38889986548852
234,43.46190379887837,61.12597172373413
235,54.25596326478882,49.781217352334025
236,53.67014262363316,56.60731669923618
237,68.61136975213012,59.24349353711265
238,50.8777652268479,37.22737952780073
239,57.96181114876063,40.53101616911704
240,68.51915299261177,35.73266188168948
241,55.71041169983076,45.69246898722959
242,60.23828904654267,31.818692436274265
243,65.80087662305033,64.21344670581237
244,62.50706700354054,37.301733946012675
245,58.01732334254353,52.46858991840049
246,61.3317621936129,52.336898489311
247,62.25905853897519,55.29093557577071
248,67.29206798348164,58.62769183945257
249,64.69549797018122,41.57617089058597
250,59.155163429574216,35.207881002962715
251,50.301659621928465,37.69207545547171
252,61.80286357905136,44.7911897669441
253,62.49179557954553,39.60961573920503
254,61.00359966931476,51.60756983497173
255,49.692708700051995,52.70486294109003
256,66.83287085081943,30.99790557640297
257,63.39698122382427,49.910213741033076
258,36.629635254994064,41.59660501232178
259,65.60737675407819,40.4093115795405
260,58.3371987326303,62.69039439987158
261,60.46142492335061,40.93349677989887
262,56.71781706374963,65.18362170558748
263,38.05851511946957,69.7191091570756
264,53.780428298297096,33.28200849040739
265,39.277221197272226,35.37379540210376
266,66.65270970297576,46.105774425156866
267,32.57765864766658,56.368080772260335
268,68.33846032494877,68.37627826687164
269,56.65041107501004,49.26229267154847
270,54.38848922366218,48.094549634243464
271,55.129188152047696,43.25529340946532
272,31.93963465985469,50.38730166288073
273,62.318594095539304,31.417387771395337
274,63.19610752812141,54.25608039089492
275,58.28332613804621,40.82481548397773
276,61.93936665607126,53.3489384384862
277,48.97834918493753,41.856621561264646
278,47.48935946306602,45.418939028649866
279,34.05131175457007,67.57537195155093
280,59.420329896153575,63.18961088313831
281,35.00692148964903,62.547084173547
282,59.71235132282119,47.896594360530656
283,67.81495824792131,63.109614615905784
284,68.29008455063013,63.623500335623405
285,52.25586519234247,30.911995871830136
286,49.20937623396115,58.72667308133447
287,49.699587730639436,60.22042905660544
288,45.95983120253701,64.88397874379743
289,49.15592125293894,34.868130729566474
290,60.80035869142206,61.22384257140132
291,54.78398435116433,48.53255113522833
292,41.95234016714501,57.20900820634902
293,48.05705551602646,43.27332244165139
294,66.07535369695486,47.13378962058522
295,63.914517955175114,64.67246683562044
296,32.16672966923662,60.27531121810508
297,71.9344801461927,72.531168366263
298,71.91398174463149,79.68036415636725
299,78.3788797994962,78.47432486534282
300,91.51784621539312,93.10824641151916
301,86.70993065418908,83.17221694381578
302,87.75893096802226,95.11728391285523
303,94.37668507646326,89.6834038693713
304,98.85153244305366,99.75563616494924
305,84.92695505044264,80.11591391263008
306,88.76747512392188,88.82088577550346
307,93.44599276923557,98.87466923709812
308,97.01748714322224,81.71791814718803
309,99.82543989315201,82.31937741888993
310,95.40744904728248,93.03465381950147
311,95.03161450376048,99.19991706254876
312,82.67691185783296,91.95593112205486
313,94.47582993382011,86.70252524362229
314,82.71632549795044,94.25643365415277
315,87.73264031774298,95.31789815627492
316,80.8797899564202,81.12031607525144
317,82.66120872050259,85.29006912986719
318,5.314835140072111,13.82261373209207
319,8.079320971082451,7.578869823017548
320,16.68284895320096,5.326512684183168
321,17.410140647115355,6.929149332288217
322,13.256754685583994,17.29770241241207
323,15.889539648400996,14.11745079220104
324,17.541843893037964,18.556994912232383
325,7.163133788723721,11.606566247905244
326,8.630168201037957,15.333527784349606
327,13.549507047629376,6.883387459815236
328,8.278231024220371,10.44207149132972
329,5.107910045376328,10.79154680135329
330,12.088155503175981,16.473901294572087
331,11.462376125714744,9.57003488428498
332,5.578366265682591,19.540654419934988
333,11.008517657711515,8.86472793415189
334,10.056004294325598,15.458600951705085
335,11.109720991154706,7.704835113691093
336,9.079158505351579,18.088253003780295
337,17.980712146296696,18.34978890092961
338,18.550969731489438,12.397628971556395
339,17.6806652590328,8.284313592756174
340,8.966466559976967,18.048659871470477
341,15.108885198241374,13.221829652429445
342,19.941564895914205,16.129252485667003
343,10.008126032924327,8.054921587164934
344,10.349231416609722,10.759336145266357
345,5.365141658793545,18.20010002666263
346,13.485541965690823,13.219893998054358
347,6.923820851295332,8.726444084178329
348,19.853070086777127,15.723064845121103
349,19.616195228138842,17.147680349768404
350,19.126173187695944,9.184645759019615
351,16.03831622262967,7.571044582607147
352,10.914607948918244,13.550304480803325
353,12.679832508259565,16.20656854969002
354,18.041062456600883,18.419807302895055
355,12.244935562579172,14.068168276649995
356,16.79617458873562,13.999356328865963
357,16.458692478231626,10.024262255659877
358,14.375534781738383,13.119412629569556
359,7.447577145424206,6.660463451747797
360,6.432968732029405,9.760944052766515
361,6.724010170656032,12.75751951734422
362,6.276494528581777,10.919405670245634
363,12.180815079228005,9.452877115827516
364,48.94828501468036,32.61421901017755
365,66.56596837103615,34.47541424800019
366,43.426862313874885,34.20285032023991
367,69.43555219602887,58.94259127538957
368,57.688551257699615,69.37296324043193
369,41.00139756284688,41.70182412661649
370,39.396000478705254,52.13519558263694
371,61.7073744051424,30.89928059309208
372,41.55407789502833,49.23840371916299
373,40.595746596110715,32.17664901372548
374,67.55707721163569,47.39205081353239
375,40.65405637918644,64.22410787142266
376,43.78823373440618,38.29331003003235
377,56.557087575011494,49.40634203646863
378,66.62603017601344,57.85333051968495
379,53.299042901178495,44.653320627021074
380,39.612851957635286,47.195116467085285
381,44.995872244933466,58.838680262490655
382,49.96814229882473,60.30293810696159
383,42.118005893970945,46.3173175092639
384,44.2184159406105,32.34450954892195
385,37.67424830970101,43.294438087239186
386,51.36373110278441,47.66453768720547
387,30.174927614526492,51.852739203149
388,41.97905421804224,56.437256454050555
389,50.73507804764007,46.59850275932079
390,52.74961144124923,64.9875500526054
391,46.823159148819215,31.55132716888908
392,51.94193684299892,35.303831058196636
393,59.028657137870894,62.75701026802918
394,43.76349987224949,53.832561293208556
395,44.00737747933033,68.24922677699526
396,44.858491052031425,30.078721058320745
397,68.04747991285203,52.374665780823605
398,60.901487069970145,39.513533557041285
399,32.26202384902755,57.66700189562763
400,66.14699110102708,56.47394418547259
401,57.99223795110095,36.483049079454325
402,38.47242102796126,68.55408288514897
403,66.1246878702789,63.21550685822746
404,63.689694934045114,62.43742435651911
405,63.60746003453797,64.89420059759107
406,35.59331334462452,64.70307899989751
407,57.3078010968721,65.18323806407115
408,39.846848003127405,63.06431752571008
409,63.99538472373637,54.529000485897114
410,63.49091697912395,69.73913409420395
411,32.84488384384677,54.5690509514572
412,78.4522366102646,78.6070480051068
413,78.78144933096388,78.26507844736791
414,88.81905523570342,95.57070270551395
415,96.24689078913698,93.42466328638179
416,89.50040836811199,84.76526371516411
417,84.49914334406775,80.61034180813905
418,84.3281304506474,84.8594489182288
419,87.46869560907932,85.34173137109995
420,83.47335193517512,80.04675638838467
421,91.30871185947498,84.98431920043579
422,93.76023222848654,94.02715238986417
423,97.35699116107129,90.71182285350001
424,85.54212663554708,94.67203886029239
425,85.80877320060841,90.00644898745888
426,81.53702337380835,97.33058402223244
427,85.96793466808225,96.89151365331881
428,90.72417326308239,97.01144214003804
429,86.82195208093263,99.63315373800928
430,90.17564214354856,85.25584195869315
431,81.83620774390003,96.02538412445588
432,89.83646625441389,92.9289934583801
433,81.47720939217912,99.87632910981114
434,81.50860899560843,94.90215827978655
435,47.344610124371115,35.32408647231683
436,35.97511346663064,68.08678202577615
437,43.803675903732696,37.29233728081002
438,42.42992121290164,58.425083127369746
439,41.23484568201414,36.894715026055394
440,54.32648363894846,35.706197939939
441,43.6575305407321,35.34247577849878
442,42.61809231425765,60.60043193232009
443,59.99355655263072,52.5852820870981
444,40.298513483727874,55.367165470605755
445,34.42811721964621,50.82171819055545
446,60.032113987402255,30.847816300794847
447,49.20908426278224,34.81769178407347
448,40.27370443584759,42.15475704900349
449,59.40333688410952,33.57257374557574
450,32.9006116567658,63.07283002773454
451,30.925220491602108,68.73363249715595
452,66.80238168732146,65.7476638043746
453,66.38937898794417,36.67900924166203
454,44.6129088590345,42.53026450141881
455,48.10668445979378,37.07984707748717
456,64.7195029461196,50.38160906992085
457,54.06826668319917,45.0175685582104
458,46.44956267232827,60.14198688722587
459,35.60554704598491,34.727126747782016
460,51.22102212793892,30.841540150266727
461,67.03767104197229,34.204655870268276
462,63.04792571864735,41.80465992193248
463,33.4796819838605,39.42058649288707
464,31.419670289066467,53.77089228101403
465,47.89581608186791,47.70260321515117
466,57.84447003926673,56.27416270579937
467,55.35552677143187,50.82241826429687
468,47.647739296419566,49.42894582427208
469,47.477717525007485,63.309810760282176
470,60.87890653713022,54.9790948090112
471,62.78177706610998,53.76738397651768
472,53.42977751560329,56.231509909089304
473,5.42560305704571,16.874093942527065
474,9.73167956653326,12.138000867457588
475,10.870985157232862,19.550988122527748
476,9.734026639849223,16.846206824559125
477,8.540059224693675,19.914912394669685
478,10.596970765336362,12.378697251396506
479,15.695437768604636,18.794337365078107
480,6.507568189436878,17.784673352835966
481,13.536357478464108,10.60381497632711
482,9.975237355397706,6.320643845116346
483,18.736193238729783,16.042130190099037
484,14.398621872088096,6.205285614166492
485,13.97789988627405,18.34843633191919
486,9.934602905235668,15.557602201449399
487,13.313792587258378,11.908389390009077
488,10.84352066823816,13.929808003052878
489,12.462554110992325,14.843250607202922
490,15.221951412759093,7.753379804861456
491,9.422343508802324,17.46278832076596
492,8.128652205540481,19.45373582475949
493,15.804176531196825,12.811921694734007
494,15.141628549531562,13.292259582207546
495,6.3622413262011905,18.45530409228819
496,6.482385336675076,19.241221912072454
497,12.068692106811767,7.25477030035289
498,17.898920814100517,14.998306188646708
499,7.042800276616116,18.590344954910613
500,12.065205476822925,6.690618934665943
501,7.317954546262624,5.109701133012265
502,12.652416658743258,6.205137394672047
503,15.785872153286457,10.305640274637879
504,6.302211255486244,16.061919917726474
505,14.897234301402289,6.78827466159521
506,9.435961534525394,18.116973716171678
507,11.259551992414067,13.863760070696854
508,18.081133097058853,17.060296945108774
509,6.090954132477906,6.168474941002849
510,14.04397573133451,18.143236346593625
511,6.672299527956724,11.404086245570253
512,8.856401444068133,15.13602941364731
513,6.871396188955913,17.97199381858745
514,9.662077946527496,17.537571256385107
515,19.166978166129393,10.294992993472018
516,10.490141891006417,16.71252312736801
517,9.178803609633507,10.721662527037655
518,12.372470841187125,12.925500568262407
519,16.861821315714458,7.571584866807395
520,10.067163902568174,7.822322114178373
521,15.344768206472,13.47953947222046
522,72.02937858202817,73.88127162361289
523,78.28417896627228,76.7025970698554
524,85.24021203482599,82.39247427266092
525,80.51414421843207,88.79989744177806
526,97.72546137922227,95.41256172712704
527,80.75192679587364,84.86918367237598
528,91.37078265336051,85.17716116955594
529,95.56805612951914,96.94426740289566
530,80.03767843148191,96.46535050157132
531,89.62356235203657,85.28663287226006
532,92.25606974309044,84.26455864423875
533,88.33645552127123,89.8093937072048
534,82.20909123847373,93.05756191958046
535,88.38610793416932,93.6701782484617
536,96.43190549454215,89.19433577705854
537,97.39378317724115,84.11108150479559
538,98.0354632981052,90.3431967461882
539,81.637834163165,89.89706400090179
540,93.46242020209502,81.60395204951597
541,96.49793413128202,85.08708222708118
542,89.96580686057517,92.35907477939566
543,96.43284615095034,81.44707474364452
544,92.06472874849298,90.91308788140415
545,86.8424567372495,96.50299541138612
546,87.71275924085859,98.64816403939207
547,89.77016083005107,92.66064279908244
548,80.3841970261045,88.22013769295174
549,94.75211978219673,94.10332278254586
550,81.55541713066648,94.28100208152695
551,84.00075093282811,91.54969190019675
552,98.91350373177795,84.0696776927859
553,89.61033822867392,94.64673560187487
554,67.04430802378803,60.19631475964812
555,31.11037515382842,54.60647339590717
556,44.415053344461484,34.84925529762507
557,30.991028192955756,66.7666114566589
558,37.10533861154896,66.12312547483651
559,39.1464370988526,33.29670817543694
560,55.19505411706393,37.30022992386861
561,33.276995896331066,39.93885725259247
562,46.594091000743944,45.713618784207966
563,51.49450495365915,46.871134664992084
564,44.64800771351617,50.94419490668996
565,36.43315923253118,41.255822695882536
566,30.02112517818884,62.43421465807451
567,35.12761404485816,54.70699120918447
568,64.10704226597157,52.033743042357976
569,39.161397157854964,52.02276486635403
570,33.498191686290575,31.86909276626618
571,53.7871281522563,63.76579127433981
572,46.661010788164454,67.89382052679247
573,60.21403917713443,30.29095162771219
574,32.373685183717555,49.750842877108184
575,39.963669036984065,59.262512840911654
576,59.20639417785095,46.468216078839454
577,53.00546872656228,65.90258109535421
578,37.78015129120482,32.27648104253103
579,43.629539087922524,62.42983177395787
580,53.338807328743115,45.44992187979646
581,35.78427890153729,66.64776584977602
582,47.04781661058531,54.03585508602963
583,68.1243413123777,35.87719992800022
584,55.56252468534157,69.77662709791592
585,57.886221428559594,51.7650446925003
586,33.154165111993535,42.538044575148064
587,54.28257391817145,30.015815660096713
588,63.71346685875169,65.61275600441847
589,43.87088948338346,34.83556685181085
590,36.03032408282104,63.273934562936816
591,46.769134504497146,65.31378997472943
592,67.99050690557712,30.007492989584374
593,61.63625851659676,62.21141547200115
594,50.04986179610867,35.62414663567091
595,48.13316336650671,32.50498902431815
596,58.84849521799937,30.221790146954064
597,33.80786302651029,52.711751737906376
598,57.53292062109821,44.6806230923191
599,43.34505837280507,44.00951911722723
600,46.38799878236732,41.68325661014473
601,49.51212873501326,36.7157490203781
602,39.49841527612654,47.52373465578558
603,35.98319834732836,34.22929493802619
604,32.757237329702804,35.72586393561573
605,40.38460635971837,67.37512209203132
606,42.26383734136385,53.3349243204304
607,63.930054825948034,48.058254194934456
608,59.210349134385005,54.66563456995291
609,68.91806493964856,59.33735008246552
610,31.458423645976417,43.753439781628444
611,58.590874880828636,43.960327438157464
612,57.14671179575407,63.76666299416475
613,38.041565408247656,30.25018090110713
614,40.78704921796243,65.67433861862402
615,40.261779013714985,62.48548961456584
616,61.54467927692504,63.209996369057976
617,39.7027439087615,58.710622863338955
618,62.94574333328215,45.737404845213554
619,69.18643380541906,34.929704413358095
620,37.430297653619434,48.202857445714216
621,65.27768997258102,64.58571046704583
622,52.62027345416304,59.74527921829159
623,34.07516946573062,31.696780150612305
624,50.61490001246405,33.574598767880296
625,55.47478554183845,44.18575883872675
626,14.945333765952597,9.119751879031165
627,6.451111199392193,7.273062567984475
628,7.8376526252552665,9.879574299541364
629,8.34303197323286,12.38062179134711
630,15.256405138420424,16.320801177666183
631,18.80612218151183,6.6040765689180025
632,8.12181732951284,10.532744030148383
633,6.617779276423434,5.612141895605721
634,17.55371298840671,19.840908270349864
635,8.262396511077377,15.90149976036866
636,16.877965420668858,15.63990691066515
637,6.465407131670801,14.444566893480538
638,8.568205408562052,18.852174899615335
639,16.03803869505469,7.487265363111659
640,6.625950767940635,5.746783172009185
641,6.38851328502778,10.245423492542713
642,7.157659013570132,17.370481217944935
643,6.345392423356482,6.233914259966787
644,15.531349840347419,7.672529948322753
645,13.280562793873852,18.511969494989312
646,19.560063728673015,7.009355391549173
647,9.923529496062248,12.41340708461735
648,9.340736484227538,8.716680227954166
649,18.710226259236315,13.953633208862906
650,19.100506799997056,13.708449222305774
651,13.069249634471008,17.266997250056402
652,18.91779590270998,12.244245316914226
653,12.175366262953961,17.59453142584094
654,10.369153489770618,7.277931722012578
655,11.724552874820208,17.052271360761225
656,12.020025574509285,7.2494576148254355
657,16.267400822737223,10.532810452532853
658,12.510679280154044,10.39543873008692
659,18.681898805286117,8.77477737673907
660,6.208461810471256,16.56372963330793
661,6.484883823639517,13.576327074290528
662,5.853192761422946,16.814785254338865
663,10.852354503451156,16.649206656494023
664,18.086533362788863,18.737801137146153
665,9.912940011081824,11.596849562238585
666,19.839751475350294,8.538695886721444
667,5.134605985558791,11.95896654783878
668,11.293965428432298,17.13566335046005
669,17.534677596466477,19.474123790769216
670,19.332559012659534,16.637953808398798
671,36.93979353177801,48.23283149342342
672,42.303900196869165,51.91749664100319
673,49.046532703889724,48.62632873342332
674,37.56424316980626,41.24350505370266
675,67.1410153936769,30.233290876639536
676,56.17046432248996,48.688247840269895
677,38.07995585637136,42.52403232800502
678,62.64531026439873,68.05627215124471
679,37.13949716684872,49.452564454312174
680,54.38324217818756,61.25331397435964
681,34.69871312031035,35.98840597790142
682,48.89452100319226,46.106255195500985
683,30.53414708951813,38.02409033052941
684,68.23218032582855,52.63723728635243
685,68.50616506102224,43.97164436874517
686,57.61940570313348,55.338474998094206
687,47.60454400421939,51.76068497655736
688,31.105514193697495,47.06260634348343
689,48.88853871705288,65.31918352015268
690,66.66279013897368,54.64830849690119
691,69.4524904027033,49.37353213825716
692,39.990611949695534,40.510826029162985
693,43.29248552597011,58.22071218632293
694,38.29819903588397,39.49710059098151
695,55.83718434006605,67.7741719634129
696,53.57596567364979,32.91350396343144
697,63.539629590439645,30.041346043087028
698,50.87811909038753,52.83564764852086
699,33.16087206217598,57.147823214090074
700,52.188432841002566,69.58291951293057
701,58.51184156934246,65.67288901109484
702,32.86932027896919,33.87285584296027
703,64.51665392291079,39.0414418480353
704,63.23600220597512,45.82049143740416
705,57.68236077306494,42.744879440084105
706,40.81085398001619,48.77799704915772
707,30.306292929143005,60.14220763573135
708,37.95995400012911,66.6053229530457
709,30.06553114110526,41.56617374163554
710,42.309011528249115,61.87268058569052
711,31.463598062507472,54.00855919624122
712,31.622078507315436,58.19558870641821
713,35.67775507582931,55.33326359652908
714,69.7015402709431,54.42347763550902
715,66.44770886001959,54.299190611961684
716,47.698498376393694,50.39114180716298
717,69.66026621895706,33.62597322251046
718,66.74107062425091,46.91431820015097
719,54.712028335492036,31.8516199261891
720,60.9370594766912,61.94393046317049
721,59.07893335508812,38.74657752192106
722,43.28193820457727,49.100890356457604
723,33.589345942119714,56.211162176876584
724,55.70826422180719,47.403243056861506
725,53.4192029999361,40.7691968684492
726,54.13300729167047,48.7256572994087
727,55.93410482893586,48.08577209504159
728,39.96884636697029,34.63770602574392
729,47.14872988902104,37.081242490643554
730,47.843437420156434,59.7891522405479
731,77.47124813100837,77.56555219123564
732,76.22031084699685,73.98594165233207
733,85.168627369373,93.38174160858428
734,85.70256350713254,94.85035494142709
735,86.45912056734832,94.4457148445928
736,88.84268556290023,88.21770800207184
737,85.77997729608705,91.79744253463276
738,98.36467120951755,93.32138854321235
739,96.69615637442931,89.044763517369
740,98.56604802290664,85.72798977905119
741,94.22212721761362,88.95777962736113
742,86.62327919761628,80.1672913568294
743,91.84897971262204,89.00710316672455
744,82.09095740933218,89.26097241807044
745,86.92019830466502,85.22885137495389
746,91.19824386996187,87.16521643798984
747,81.50237569295142,87.81547540169379
748,90.47922193012374,84.0121268464135
749,81.82711757748642,88.53958215351275
750,98.83811798748572,87.11427358895182
751,80.76115351413684,99.39335053359112
752,99.44706172574894,98.71133750261907
753,90.13478427697277,89.79012644063732
754,93.54324326467929,80.0261923589647
755,96.6524177916143,91.00209947703925
756,85.73213641589993,98.0941505222795
757,94.18884425386366,98.33414735096301
758,84.5277575854768,91.722097936332
759,82.14258369260021,95.96986615942347
760,99.1146627994246,88.1613158264997
761,85.66450903384877,99.13332250202153
762,80.71902720682222,90.20606541173683
763,84.84496226619093,96.69617794511414
764,89.50578831238396,91.40608070326469
765,94.26090466106601,87.3068635290661
766,98.72895068049702,91.94912405158856
767,88.47187109114358,98.73737276860157
768,90.47003769991184,97.3233348912696
769,80.69009700970234,81.40714530367183
770,95.61403894376082,90.27426462247426
771,96.0225915909134,84.47496749580364
772,94.58308090108302,88.97877704320254
773,94.85995726878735,92.3638030369648
774,94.757165528527,86.59593195260521
